Farming_Turnover,Crop_Yields,Market_Demand,Land_Ownership,Land_Size,Weather_Data,Government_Subsidy,Expenses,Livestock_Inventory,Education,Debts_Liabilities,Community_Feedback,Creditworthiness
53283,2625,High,Owned,10,Normal,Yes,15004,Cattle,High School,0,Low,Very Good
40000,1853,High,Owned,8,Unpredictable,No,15186,Sheep,None,0,High,Excellent
54690,2125,Medium,Owned,10,Variable,No,16249,Cattle,College Degree,0,High,Good
52653,2165,Medium,Owned,12,Normal,No,15602,Cattle,College Degree,0,High,Good
61752,2362,High,Owned,8,Normal,Yes,17563,Pigs,None,10000,Low,Poor
51653,2210,Medium,Leased,5,Variable,No,15141,Cattle,College Degree,2000,High,Good
45761,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
49225,1806,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
75000,3000,Medium,Leased,5,Variable,Yes,19408,Chicken,College Degree,2000,Medium,Excellent
56807,2407,High,Owned,7,Normal,Yes,14650,Cattle,High School,10000,Low,Good
75000,2898,High,Leased,5,Variable,No,17939,Chicken,College Degree,2000,Medium,Excellent
67452,2654,Medium,Owned,12,Normal,No,15036,Cattle,College Degree,2000,Medium,Very Good
63399,2316,Medium,Owned,10,Normal,Yes,15699,Cattle,College Degree,0,High,Good
75000,3000,Medium,Leased,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
53919,3000,High,Leased,7,Normal,No,16479,Pigs,High School,2000,Low,Poor
54167,2215,High,Owned,12,Normal,Yes,14377,Cattle,None,0,High,Excellent
40448,1860,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,Low,Average
71879,3000,Medium,Leased,5,Variable,No,19362,Chicken,College Degree,0,Medium,Excellent
75000,2580,High,Leased,7,Unpredictable,Yes,17466,Pigs,High School,2000,Low,Poor
56768,2364,Medium,Owned,12,Variable,No,16599,Chicken,College Degree,0,High,Very Good
75000,1565,Low,Leased,7,Unpredictable,Yes,18182,Sheep,None,500,Medium,Average
57133,2519,Medium,Leased,7,Variable,Yes,16902,Pigs,High School,10000,Medium,Good
75000,3000,Medium,Leased,5,Variable,No,18558,Chicken,None,2000,Medium,Excellent
75000,3000,High,Leased,5,Normal,No,16987,Chicken,High School,2000,Low,Excellent
53017,1911,Medium,Owned,12,Variable,No,15457,Cattle,College Degree,0,High,Very Good
71992,2786,Medium,Leased,5,Variable,No,19112,Chicken,College Degree,10000,Medium,Excellent
40000,1500,Low,Owned,10,Unpredictable,Yes,12000,Sheep,None,500,High,Average
48218,1819,Low,Owned,8,Variable,Yes,15420,Sheep,High School,500,High,Average
75000,3000,High,Leased,5,Variable,Yes,18204,Pigs,College Degree,10000,Medium,Poor
57192,2430,Medium,Owned,12,Normal,Yes,15423,Cattle,College Degree,0,Low,Very Good
46367,2293,Low,Owned,12,Unpredictable,Yes,12000,Sheep,High School,0,High,Good
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
73116,3000,Medium,Owned,12,Variable,No,17777,Cattle,College Degree,0,Medium,Very Good
52250,2255,High,Owned,7,Normal,Yes,15617,Pigs,High School,0,Low,Poor
50817,1568,Medium,Owned,12,Variable,No,15690,Cattle,College Degree,0,High,Good
58765,2562,Medium,Owned,12,Variable,Yes,15432,Chicken,College Degree,0,High,Excellent
46704,1678,Medium,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Very Good
59494,2206,High,Owned,8,Normal,No,15473,Cattle,College Degree,2000,High,Very Good
58081,2259,Medium,Owned,8,Unpredictable,Yes,15101,Cattle,High School,0,High,Average
49547,2083,High,Leased,8,Unpredictable,Yes,12318,Sheep,College Degree,500,Medium,Good
61440,1703,Low,Owned,7,Unpredictable,Yes,12000,Sheep,None,500,High,Average
52217,3000,High,Leased,7,Normal,No,17674,Pigs,College Degree,2000,Medium,Excellent
48349,2046,High,Owned,5,Normal,Yes,12000,Pigs,High School,10000,Low,Average
75000,2307,High,Leased,7,Normal,Yes,15905,Pigs,High School,10000,Low,Excellent
75000,2959,Medium,Leased,5,Variable,No,18461,Chicken,College Degree,0,High,Very Good
40000,1720,Low,Owned,10,Unpredictable,Yes,12000,Cattle,College Degree,0,High,Average
50856,1554,Low,Owned,8,Normal,Yes,12000,Sheep,High School,0,Low,Excellent
40000,2159,Medium,Owned,12,Unpredictable,No,17183,Cattle,None,500,High,Average
69899,2753,Medium,Leased,5,Variable,No,17892,Chicken,College Degree,2000,Medium,Excellent
59164,2278,High,Leased,7,Variable,Yes,16994,Pigs,High School,10000,Low,Poor
55048,2401,Medium,Owned,12,Variable,No,16714,Cattle,College Degree,0,High,Very Good
51008,1690,Medium,Owned,12,Unpredictable,No,14574,Cattle,High School,0,High,Very Good
53614,2625,High,Owned,10,Variable,Yes,14859,Cattle,High School,0,High,Very Good
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
52293,2596,High,Owned,5,Variable,No,14784,Chicken,High School,10000,High,Excellent
49974,2497,Medium,Owned,12,Variable,No,15607,Cattle,College Degree,0,High,Good
75000,3000,Medium,Owned,12,Variable,No,14733,Chicken,College Degree,2000,High,Excellent
60470,2307,High,Leased,10,Normal,Yes,14987,Sheep,High School,0,Low,Good
60438,2653,Medium,Owned,12,Variable,No,15855,Cattle,College Degree,0,High,Very Good
58134,2087,High,Leased,10,Variable,No,19190,Pigs,College Degree,10000,Medium,Poor
60346,2339,Medium,Owned,12,Variable,No,16170,Chicken,College Degree,0,High,Very Good
49547,1545,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
57466,2973,Medium,Owned,5,Variable,No,19205,Chicken,College Degree,0,Medium,Excellent
53791,1994,High,Owned,10,Normal,Yes,14202,Cattle,College Degree,0,High,Very Good
57515,2394,High,Leased,10,Unpredictable,No,14616,Chicken,High School,2000,Medium,Poor
58385,2400,Medium,Owned,12,Variable,No,16115,Cattle,College Degree,0,High,Very Good
62912,3000,High,Leased,7,Normal,Yes,16940,Pigs,None,10000,Low,Poor
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
49242,2466,Medium,Owned,10,Normal,Yes,14961,Cattle,High School,0,Low,Good
75000,3000,Medium,Leased,5,Normal,No,16603,Pigs,College Degree,2000,Medium,Excellent
55032,1500,High,Owned,12,Normal,Yes,14347,Pigs,High School,0,Low,Average
59201,2679,High,Leased,10,Normal,Yes,17545,Pigs,High School,10000,Low,Poor
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
61004,2281,Medium,Owned,12,Variable,Yes,15712,Cattle,College Degree,2000,High,Excellent
55212,2276,High,Owned,7,Normal,Yes,17595,Sheep,High School,10000,Low,Good
50281,2585,Medium,Owned,10,Normal,No,15779,Cattle,High School,0,Medium,Good
55064,2418,Medium,Owned,12,Variable,No,16152,Cattle,College Degree,0,High,Very Good
57514,2259,Medium,Owned,10,Variable,No,15993,Cattle,College Degree,0,High,Good
74894,1993,High,Owned,10,Normal,Yes,16148,Cattle,None,0,High,Very Good
75000,2874,High,Leased,7,Normal,Yes,17761,Pigs,High School,10000,Low,Excellent
55095,2180,High,Leased,7,Variable,Yes,14454,Cattle,High School,0,Low,Good
51308,2508,Medium,Owned,12,Variable,No,15231,Cattle,College Degree,0,High,Very Good
63000,2139,High,Owned,7,Variable,Yes,16833,Pigs,High School,500,High,Good
49334,1697,Low,Owned,10,Unpredictable,Yes,12000,Sheep,None,2000,High,Average
46492,1922,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,Medium,Average
45200,2264,High,Leased,10,Normal,Yes,12000,Sheep,None,10000,Low,Average
40638,2453,Low,Owned,5,Unpredictable,Yes,17953,Chicken,College Degree,2000,High,Excellent
75000,3000,Medium,Owned,5,Variable,No,20000,Chicken,College Degree,2000,High,Excellent
42095,1774,Low,Owned,8,Normal,Yes,12000,Sheep,None,500,High,Average
55379,3000,High,Leased,7,Normal,No,18041,Pigs,High School,10000,Low,Poor
72478,3000,Medium,Owned,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Very Good
40000,1805,Low,Owned,8,Variable,Yes,12019,Chicken,None,0,High,Average
54808,2429,High,Owned,10,Normal,Yes,15074,Cattle,High School,0,Low,Very Good
57910,2321,High,Owned,7,Normal,Yes,17138,Sheep,High School,10000,Low,Good
66899,2359,Medium,Owned,5,Variable,No,18395,Cattle,College Degree,2000,Medium,Excellent
61080,2524,High,Owned,10,Normal,Yes,14615,Cattle,High School,0,Low,Poor
49277,1691,Low,Owned,8,Unpredictable,Yes,17943,Sheep,None,500,Medium,Average
62054,2510,High,Leased,10,Normal,Yes,18386,Pigs,High School,10000,Low,Excellent
74020,2851,High,Leased,5,Variable,No,15376,Cattle,College Degree,2000,Low,Excellent
75000,2482,Medium,Owned,12,Variable,No,15576,Cattle,College Degree,2000,High,Average
61183,2471,High,Leased,7,Normal,Yes,16154,Pigs,High School,10000,Low,Poor
53676,2556,Medium,Leased,10,Variable,Yes,15373,Cattle,College Degree,0,Medium,Good
75000,2809,Medium,Leased,5,Variable,No,18337,Chicken,College Degree,2000,Medium,Excellent
55411,2267,High,Leased,12,Normal,No,17881,Chicken,College Degree,0,Low,Average
54710,2547,High,Leased,10,Normal,Yes,17298,Pigs,High School,10000,Low,Good
75000,3000,Medium,Leased,5,Variable,No,18487,Chicken,College Degree,2000,Medium,Excellent
58957,2290,Medium,Owned,8,Variable,No,14987,Cattle,College Degree,2000,High,Very Good
41372,2137,High,Owned,8,Unpredictable,Yes,14290,Cattle,High School,500,Low,Good
49804,2105,High,Leased,7,Normal,Yes,14549,Pigs,High School,10000,Low,Poor
57647,2526,High,Leased,10,Normal,Yes,17919,Pigs,High School,10000,Low,Good
75000,2823,Low,Leased,7,Normal,Yes,17648,Chicken,College Degree,2000,Medium,Excellent
75000,3000,Medium,Leased,5,Variable,No,19632,Chicken,College Degree,2000,Medium,Excellent
50134,1960,Low,Owned,8,Unpredictable,Yes,12000,Chicken,None,500,Low,Poor
50762,1712,Medium,Owned,12,Variable,No,15669,Sheep,None,2000,High,Excellent
74376,2924,High,Leased,10,Unpredictable,No,14400,Sheep,College Degree,0,Medium,Good
62896,2565,High,Owned,10,Normal,Yes,17361,Cattle,High School,10000,Low,Poor
71545,3000,Medium,Owned,5,Variable,No,18870,Chicken,College Degree,500,High,Excellent
40000,2075,High,Owned,8,Normal,Yes,12000,Sheep,College Degree,500,High,Average
71322,2859,High,Leased,5,Normal,Yes,15321,Pigs,High School,10000,Low,Poor
56698,1843,High,Owned,10,Normal,Yes,12000,Pigs,High School,500,Low,Good
53342,2588,Medium,Owned,12,Variable,No,16206,Cattle,College Degree,0,High,Very Good
56471,2396,Medium,Owned,10,Variable,No,16367,Cattle,College Degree,0,Low,Very Good
40000,1500,High,Leased,8,Normal,Yes,15748,Pigs,High School,10000,Low,Average
53628,2217,High,Leased,7,Normal,Yes,17441,Pigs,High School,10000,Low,Poor
60112,2451,Medium,Owned,12,Variable,No,14477,Cattle,College Degree,0,High,Very Good
40000,1559,Low,Owned,5,Variable,No,15787,Chicken,College Degree,500,High,Average
54762,2956,High,Leased,10,Normal,No,17803,Pigs,College Degree,2000,Low,Poor
70714,3000,Medium,Owned,5,Variable,No,17889,Chicken,College Degree,2000,High,Excellent
58410,2383,Medium,Owned,12,Variable,No,17095,Cattle,College Degree,0,High,Very Good
42470,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
75000,3000,Medium,Leased,5,Variable,No,19450,Chicken,College Degree,2000,Medium,Poor
62075,2418,High,Owned,10,Variable,Yes,17386,Cattle,None,10000,Low,Average
75000,3000,Medium,Leased,5,Variable,No,19964,Pigs,College Degree,2000,Medium,Excellent
75000,3000,Medium,Leased,5,Variable,No,16547,Cattle,College Degree,2000,Medium,Excellent
74987,2365,Medium,Owned,12,Variable,No,15991,Cattle,College Degree,2000,High,Very Good
57766,1972,High,Owned,7,Variable,No,17708,Cattle,High School,10000,High,Excellent
57561,2863,High,Owned,12,Variable,Yes,14913,Cattle,High School,10000,Low,Very Good
44036,1837,Medium,Leased,5,Variable,No,18683,Chicken,College Degree,0,High,Very Good
56879,2782,Medium,Owned,12,Variable,No,16960,Cattle,College Degree,0,High,Very Good
58441,1980,Medium,Owned,7,Variable,No,15930,Cattle,College Degree,0,High,Average
75000,3000,High,Leased,12,Normal,No,19193,Chicken,College Degree,2000,High,Excellent
68033,3000,Medium,Owned,12,Variable,No,16241,Chicken,College Degree,2000,Medium,Very Good
49978,2083,Medium,Owned,10,Normal,Yes,15235,Cattle,College Degree,0,High,Good
55413,2325,High,Leased,7,Normal,Yes,13997,Pigs,High School,0,Low,Poor
60917,2570,Medium,Owned,12,Variable,No,15883,Cattle,College Degree,0,High,Very Good
53204,2375,High,Leased,10,Normal,Yes,14649,Cattle,High School,0,Low,Good
66779,2499,Medium,Leased,5,Variable,No,16221,Chicken,College Degree,2000,Medium,Very Good
54463,2204,Medium,Owned,12,Variable,Yes,15356,Cattle,High School,0,High,Average
57739,1919,High,Owned,10,Unpredictable,Yes,14332,Cattle,High School,0,Low,Good
43915,2369,High,Leased,7,Normal,Yes,15801,Pigs,High School,10000,Low,Poor
47060,2251,High,Owned,12,Unpredictable,Yes,15021,Chicken,College Degree,500,Medium,Excellent
55054,2499,High,Leased,10,Normal,Yes,16856,Pigs,High School,10000,Low,Poor
50158,1500,Low,Owned,12,Variable,Yes,14533,Cattle,None,500,High,Average
59263,2409,Medium,Owned,10,Variable,No,15042,Pigs,College Degree,0,Low,Good
54723,1988,High,Owned,10,Normal,Yes,15158,Cattle,High School,0,Low,Good
55394,2030,High,Leased,7,Normal,Yes,12000,Pigs,High School,0,Low,Poor
40000,2011,Low,Leased,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
63653,3000,High,Leased,5,Normal,Yes,19834,Pigs,High School,10000,Low,Poor
59532,2401,Medium,Owned,12,Normal,No,15950,Cattle,None,0,High,Good
45395,1875,Medium,Owned,12,Normal,Yes,12344,Chicken,None,0,High,Average
52839,2127,High,Owned,7,Normal,Yes,17234,Cattle,High School,10000,Low,Poor
41866,3000,Low,Owned,5,Variable,Yes,16832,Cattle,College Degree,2000,High,Average
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
74088,3000,Medium,Leased,7,Variable,Yes,18738,Chicken,College Degree,2000,Low,Excellent
61590,2289,High,Leased,7,Normal,Yes,18222,Chicken,High School,10000,Low,Good
54047,1927,High,Owned,10,Normal,Yes,15388,Cattle,None,2000,High,Very Good
62304,2246,High,Leased,7,Normal,Yes,18325,Pigs,High School,0,Low,Average
59068,1999,High,Leased,7,Normal,Yes,17730,Pigs,High School,10000,Low,Poor
58596,2280,Low,Leased,7,Normal,Yes,14110,Sheep,High School,10000,Low,Poor
75000,2352,Medium,Owned,8,Variable,Yes,14672,Chicken,High School,2000,High,Very Good
60069,2104,High,Owned,10,Normal,Yes,16961,Pigs,High School,0,Low,Poor
52116,2397,High,Owned,12,Normal,Yes,15386,Cattle,High School,0,Low,Excellent
57803,2608,High,Leased,7,Variable,No,15713,Cattle,College Degree,10000,High,Very Good
67945,2224,High,Leased,7,Normal,Yes,16207,Pigs,High School,10000,Low,Poor
54215,2244,Medium,Owned,12,Variable,No,15875,Cattle,College Degree,0,High,Very Good
55275,2492,Low,Owned,12,Variable,No,13126,Cattle,College Degree,0,High,Very Good
73629,3000,Medium,Owned,12,Variable,No,16048,Chicken,College Degree,2000,High,Very Good
54477,1584,High,Owned,10,Normal,Yes,15512,Sheep,None,500,High,Average
40000,1609,Low,Owned,8,Unpredictable,Yes,12715,Sheep,None,500,Medium,Average
54804,1779,High,Owned,8,Unpredictable,Yes,14515,Cattle,College Degree,500,High,Very Good
55229,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
56592,3000,High,Owned,12,Normal,No,18439,Pigs,College Degree,0,Low,Excellent
54076,1992,High,Owned,10,Normal,Yes,14708,Cattle,High School,0,Low,Good
75000,3000,High,Leased,7,Variable,Yes,19272,Pigs,None,2000,Medium,Poor
52340,2055,Low,Owned,7,Unpredictable,Yes,12000,Pigs,None,0,Low,Average
74857,3000,Medium,Owned,12,Variable,No,16360,Chicken,College Degree,2000,High,Very Good
66199,3000,High,Leased,7,Normal,No,18118,Cattle,College Degree,10000,Medium,Excellent
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40000,1888,Low,Owned,5,Variable,Yes,14914,Sheep,None,0,High,Average
59674,2974,Medium,Leased,10,Variable,No,18474,Cattle,None,10000,Medium,Excellent
40000,2226,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
75000,2443,Medium,Leased,5,Variable,No,19418,Chicken,College Degree,2000,Medium,Excellent
75000,3000,Medium,Leased,5,Normal,No,18688,Chicken,College Degree,2000,Medium,Excellent
40000,1646,Low,Owned,8,Variable,Yes,12000,Sheep,College Degree,0,High,Very Good
52222,2585,High,Leased,10,Normal,No,15729,Cattle,High School,10000,Low,Good
49304,2168,Low,Owned,5,Variable,Yes,15409,Sheep,College Degree,500,High,Average
58523,2271,Low,Owned,5,Normal,Yes,16845,Chicken,College Degree,10000,High,Excellent
48581,1917,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
56760,3000,High,Owned,8,Normal,No,18291,Pigs,High School,0,Medium,Very Good
53713,1873,Medium,Owned,8,Variable,Yes,14915,Cattle,College Degree,0,High,Excellent
47443,2285,Medium,Owned,10,Variable,No,15756,Cattle,College Degree,0,High,Very Good
52974,2011,Medium,Owned,7,Unpredictable,Yes,17994,Cattle,None,10000,Low,Good
56835,2580,High,Owned,7,Normal,Yes,14025,Cattle,High School,0,High,Average
55114,1925,High,Owned,8,Unpredictable,Yes,15217,Cattle,High School,0,High,Average
49221,2644,Medium,Leased,5,Normal,Yes,17025,Pigs,High School,10000,Low,Good
40000,1820,High,Owned,8,Unpredictable,Yes,12000,Sheep,High School,500,Low,Average
50580,2003,Medium,Owned,12,Variable,No,15127,Cattle,None,0,High,Very Good
58839,2504,High,Owned,7,Normal,No,16348,Cattle,High School,0,Low,Poor
54099,1500,High,Owned,8,Variable,No,15182,Cattle,None,0,High,Average
58330,2490,High,Leased,5,Normal,Yes,16909,Pigs,High School,10000,Low,Poor
75000,3000,High,Leased,7,Normal,Yes,18796,Chicken,High School,10000,Medium,Good
51925,1592,Low,Owned,8,Unpredictable,Yes,12615,Sheep,None,500,High,Average
51112,2184,Low,Owned,12,Variable,Yes,14482,Sheep,None,0,Low,Average
42359,2002,Low,Owned,12,Unpredictable,Yes,12000,Pigs,None,0,High,Good
40000,1671,Low,Owned,8,Unpredictable,No,12000,Sheep,None,500,High,Average
75000,2995,High,Leased,5,Normal,Yes,18549,Pigs,High School,10000,Low,Excellent
48922,2529,Low,Owned,10,Normal,Yes,14414,Cattle,College Degree,0,High,Poor
40000,1591,Low,Owned,5,Unpredictable,Yes,12028,Pigs,College Degree,0,Low,Good
74865,3000,High,Leased,5,Variable,Yes,16652,Chicken,College Degree,500,Medium,Very Good
58422,3000,Medium,Owned,10,Variable,Yes,18395,Cattle,College Degree,500,Low,Excellent
49925,2372,Low,Owned,5,Unpredictable,No,12000,Sheep,None,10000,High,Average
59415,2374,High,Owned,7,Normal,Yes,17545,Chicken,High School,0,Low,Good
61359,2465,High,Owned,7,Normal,Yes,17062,Pigs,High School,10000,Low,Excellent
75000,2361,Medium,Owned,10,Variable,No,17476,Pigs,High School,0,Medium,Very Good
52030,2455,Medium,Owned,12,Variable,No,15490,Cattle,College Degree,0,High,Very Good
44850,2015,Low,Owned,10,Variable,Yes,12000,Cattle,None,0,High,Good
57391,1845,High,Owned,12,Normal,Yes,18213,Cattle,High School,2000,High,Poor
46186,1541,High,Owned,8,Normal,Yes,12000,Pigs,High School,10000,Low,Poor
51158,1583,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
43150,1500,Low,Owned,8,Unpredictable,Yes,12000,Pigs,None,500,High,Poor
56708,3000,Medium,Leased,10,Variable,No,15984,Chicken,College Degree,0,High,Excellent
52766,2030,High,Owned,12,Variable,Yes,14634,Cattle,High School,0,Low,Good
56792,2050,Low,Owned,8,Variable,No,16577,Cattle,High School,0,High,Very Good
40000,2007,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
57232,2591,Medium,Owned,12,Variable,No,16096,Cattle,College Degree,0,Medium,Very Good
72697,3000,Medium,Owned,5,Unpredictable,Yes,17414,Cattle,None,2000,Medium,Excellent
74422,2781,Low,Leased,5,Unpredictable,Yes,14247,Sheep,College Degree,500,Medium,Excellent
53972,1716,Low,Owned,8,Unpredictable,Yes,12701,Chicken,College Degree,2000,High,Average
57667,2184,High,Owned,10,Variable,Yes,14258,Cattle,High School,0,High,Poor
51837,1958,Medium,Owned,7,Normal,No,14377,Pigs,High School,0,Low,Poor
74298,2887,Medium,Owned,7,Variable,No,19002,Cattle,None,2000,Medium,Excellent
52355,2276,Medium,Owned,12,Variable,No,15325,Cattle,College Degree,0,Medium,Very Good
75000,3000,Medium,Leased,5,Variable,No,19253,Pigs,College Degree,2000,Medium,Poor
60761,2572,High,Owned,7,Variable,No,15335,Cattle,High School,2000,Low,Excellent
56892,2378,Medium,Owned,12,Normal,No,15545,Cattle,College Degree,0,High,Very Good
48409,1819,Medium,Owned,8,Normal,Yes,12751,Cattle,None,500,High,Average
51613,2133,High,Leased,7,Normal,Yes,16043,Pigs,High School,2000,Low,Good
75000,3000,Medium,Leased,5,Variable,No,19463,Chicken,College Degree,2000,Medium,Excellent
75000,3000,Medium,Owned,8,Variable,Yes,20000,Sheep,High School,2000,Medium,Excellent
59890,1718,High,Owned,12,Variable,Yes,13957,Chicken,College Degree,10000,High,Average
